,#1,#2,#3,#4,#5,#6,#7,#8
19,Special Topics,ALS,108,399,099,1,,"[None, None, None, None, None, None, None, None, None, None, None, None, None, None, None]"
20,Agricultural Finance,ALS,108,419,001,66,3.167,"[33.3, 16.7, 22.7, 13.6, 9.1, 4.5, None, None, None, None, None, None, None, None, None]"
21,Econ Grwth&Devlpmnt-SE Asia,ALS,108,473,001,14,3.643,"[50.0, 28.6, 21.4, None, None, None, None, None, None, None, None, None, None, None, None]"
22,Quant Mthds-Ag & Appl Econ,ALS,108,526,001,9,3.444,"[11.1, 66.7, 22.2, None, None, None, None, None, None, None, None, None, None, None, None]"
23,Intellectual Property Rights,ALS,108,540,001,7,3.333,"[14.3, 28.6, 42.9, None, None, None, None, 14.3, None, None, None, None, None, None, None]"
24,Applied Microeconomic Thry,ALS,108,635,001,16,3.281,"[12.5, 43.8, 31.3, 12.5, None, None, None, None, None, None, None, None, None, None, None]"
25,Applied Econometric Anal I,ALS,108,636,001,22,3.455,"[27.3, 36.4, 36.4, None, None, None, None, None, None, None, None, None, None, None, None]"
26,Energy Economics,ALS,108,671,001,7,3.571,"[57.1, None, 42.9, None, None, None, None, None, None, None, None, None, None, None, None]"
27,Senior Thesis,ALS,108,691,080,1,,"[None, None, None, None, None, None, None, None, None, None, None, None, None, None, None]"
28,Senior Thesis,ALS,108,699,061,3,,"[None, None, None, None, None, None, None, None, None, None, None, None, None, None, None]"
29,Senior Thesis,ALS,108,699,085,2,,"[None, None, None, None, None, None, None, None, None, None, None, None, None, None, None]"
30,Senior Thesis,ALS,108,699,086,1,,"[None, None, None, None, None, None, None, None, None, None, None, None, None, None, None]"
31,Senior Thesis,ALS,108,699,097,2,,"[None, None, None, None, None, None, None, None, None, None, None, None, None, None, None]"
32,Agricultural Economics 1,ALS,108,746,001,5,,"[None, None, None, None, None, None, None, None, None, None, None, None, None, None, None]"
33,Envir & Resource Econ 2,ALS,108,762,001,8,3.875,"[75.0, 25.0, None, None, None, None, None, None, None, None, None, None, None, None, None]"
34,Pract:Ag&Appl Econ Teaching,ALS,108,799,089,2,,"[None, None, None, None, None, None, None, None, None, None, None, None, None, None, None]"
35,Benefit-Cost Analysis,ALS,108,881,001,4,,"[None, None, None, None, None, None, None, None, None, None, None, None, None, None, None]"
36,Benefit-Cost Analysis,ALS,108,990,073,3,,"[None, None, None, None, None, None, None, None, None, None, None, None, None, None, None]"
37,Benefit-Cost Analysis,ALS,108,990,079,3,,"[None, None, None, None, None, None, None, None, None, None, None, None, None, None, None]"
38,Benefit-Cost Analysis,ALS,108,990,080,4,,"[None, None, None, None, None, None, None, None, None, None, None, None, None, None, None]"
39,Benefit-Cost Analysis,ALS,108,990,082,4,,"[None, None, None, None, None, None, None, None, None, None, None, None, None, None, None]"
40,AGRICULTURAL AND APPLIED E,ALS,108,990,083,1,,"[None, None, None, None, None, None, None, None, None, None, None, None, None, None, None]"
41,AGRICULTURAL AND APPLIED E,ALS,108,990,085,1,,"[None, None, None, None, None, None, None, None, None, None, None, None, None, None, None]"
42,AGRICULTURAL AND APPLIED E,ALS,108,990,086,1,,"[None, None, None, None, None, None, None, None, None, None, None, None, None, None, None]"
43,AGRICULTURAL AND APPLIED E,ALS,108,990,088,2,,"[None, None, None, None, None, None, None, None, None, None, None, None, None, None, None]"
44,AGRICULTURAL AND APPLIED E,ALS,108,990,089,4,,"[None, None, None, None, None, None, None, None, None, None, None, None, None, None, None]"
45,AGRICULTURAL AND APPLIED E,ALS,108,990,090,1,,"[None, None, None, None, None, None, None, None, None, None, None, None, None, None, None]"
46,AGRICULTURAL AND APPLIED E,ALS,108,990,092,4,,"[None, None, None, None, None, None, None, None, None, None, None, None, None, None, None]"
47,AGRICULTURAL AND APPLIED E,ALS,108,990,093,4,,"[None, None, None, None, None, None, None, None, None, None, None, None, None, None, None]"
48,AGRICULTURAL AND APPLIED E,ALS,108,990,095,3,,"[None, None, None, None, None, None, None, None, None, None, None, None, None, None, None]"
49,AGRICULTURAL AND APPLIED E,ALS,108,990,096,2,,"[None, None, None, None, None, None, None, None, None, None, None, None, None, None, None]"
50,AGRICULTURAL AND APPLIED E,ALS,108,990,097,1,,"[None, None, None, None, None, None, None, None, None, None, None, None, None, None, None]"
51,AGRICULTURAL AND APPLIED E,ALS,108,990,098,2,,"[None, None, None, None, None, None, None, None, None, None, None, None, None, None, None]"
52,Research and Thesis,ALS,108,999,082,1,,"[None, None, None, None, None, None, None, None, None, None, None, None, None, None, None]"
53,Research and Thesis,ALS,108,999,093,1,,"[None, None, None, None, None, None, None, None, None, None, None, None, None, None, None]"
54,Cooperative Educ Program,ALS,112,1,014,1,,"[None, None, None, None, None, None, None, None, None, None, None, None, None, None, None]"
55,Land Surveying Fundamentals,ALS,112,201,001,33,3.152,"[18.2, 33.3, 33.3, 3.0, 9.1, None, 3.0, None, None, None, None, None, None, None, None]"
56,Engr Principles-Biol Systms,ALS,112,249,001,49,2.867,"[18.4, 6.1, 44.9, 8.2, 16.3, 4.1, 2.0, None, None, None, None, None, None, None, None]"
57,Independent Study,ALS,112,299,030,1,,"[None, None, None, None, None, None, None, None, None, None, None, None, None, None, None]"
58,Struct Design-Ag Facilities,ALS,112,351,001,15,3.233,"[33.3, 33.3, 13.3, None, 13.3, 6.7, None, None, None, None, None, None, None, None, None]"
59,Engr Prop-Food & Biol Matls,ALS,112,364,001,37,3.122,"[16.2, 29.7, 35.1, 5.4, 10.8, 2.7, None, None, None, None, None, None, None, None, None]"
60,Renewable Energy Systems,ALS,112,367,001,55,3.482,"[47.3, 29.1, 12.7, 5.5, 1.8, 1.8, 1.8, None, None, None, None, None, None, None, None]"
61,On-Site Waste Water Treatment,ALS,112,372,001,14,3.036,"[7.1, 42.9, 21.4, 21.4, None, 7.1, None, None, None, None, None, None, None, None, None]"
62,On-Site Waste Water Treatment,ALS,112,399,014,1,,"[None, None, None, None, None, None, None, None, None, None, None, None, None, None, None]"
63,On-Site Waste Water Treatment,ALS,112,399,033,1,,"[None, None, None, None, None, None, None, None, None, None, None, None, None, None, None]"
64,Career Management-Engineers,ALS,112,409,001,55,,"[None, None, None, None, None, None, None, None, 0.1, 0.0, None, None, None, None, None]"
65,Biorefining: Energy & Products,ALS,112,460,001,12,3.292,"[25.0, 33.3, 25.0, 8.3, 8.3, None, None, None, None, None, None, None, None, None, None]"
66,Engr Principles-Ag Machinery,ALS,112,475,001,26,2.962,"[19.2, 3.8, 50.0, 11.5, 11.5, 3.8, None, None, None, None, None, None, None, None, None]"
67,Biol Sys Eng Dsgn Practicum II,ALS,112,509,001,54,3.735,"[18.5, 9.3, 3.7, None, None, None, None, None, None, None, None, None, 68.5, None, None]"
68,Biology in Engineering Seminar,ALS,112,517,001,2,,"[None, None, None, None, None, None, None, None, None, None, None, None, None, None, None]"
69,Biology in Engineering Seminar,ALS,112,699,010,1,,"[None, None, None, None, None, None, None, None, None, None, None, None, None, None, None]"
70,Biology in Engineering Seminar,ALS,112,699,030,2,,"[None, None, None, None, None, None, None, None, None, None, None, None, None, None, None]"
71,Biology in Engineering Seminar,ALS,112,699,033,1,,"[None, None, None, None, None, None, None, None, None, None, None, None, None, None, None]"
72,Special Problems,ALS,112,799,003,1,,"[None, None, None, None, None, None, None, None, None, None, None, None, None, None, None]"
73,Special Problems,ALS,112,799,030,1,,"[None, None, None, None, None, None, None, None, None, None, None, None, None, None, None]"
74,Special Problems,ALS,112,799,038,1,,"[None, None, None, None, None, None, None, None, None, None, None, None, None, None, None]"
75,Seminar,ALS,112,900,001,8,4.0,"[100.0, None, None, None, None, None, None, None, None, None, None, None, None, None, None]"
76,Seminar,ALS,112,990,003,2,,"[None, None, None, None, None, None, None, None, None, None, None, None, None, None, None]"
77,Seminar,ALS,112,990,009,2,,"[None, None, None, None, None, None, None, None, None, None, None, None, None, None, None]"
78,Seminar,ALS,112,990,010,1,,"[None, None, None, None, None, None, None, None, None, None, None, None, None, None, None]"
79,Seminar,ALS,112,990,014,6,,"[None, None, None, None, None, None, None, 100.0, None, None, None, None, None, None, None]"
80,Seminar,ALS,112,990,018,7,,"[None, None, None, None, None, None, None, None, None, None, None, 100.0, None, None, None]"
81,Seminar,ALS,112,990,021,1,,"[None, None, None, None, None, None, None, None, None, None, None, None, None, None, None]"
82,Seminar,ALS,112,990,025,1,,"[None, None, None, None, None, None, None, None, None, None, None, None, None, None, None]"
83,Seminar,ALS,112,990,030,3,,"[None, None, None, None, None, None, None, None, None, None, None, None, None, None, None]"
84,Seminar,ALS,112,990,031,1,,"[None, None, None, None, None, None, None, None, None, None, None, None, None, None, None]"
85,Seminar,ALS,112,990,033,3,,"[None, None, None, None, None, None, None, None, None, None, None, None, None, None, None]"
86,Seminar,ALS,112,990,035,4,,"[None, None, None, None, None, None, None, None, None, None, None, None, None, None, None]"
87,Seminar,ALS,112,990,036,6,,"[None, None, None, None, None, None, None, 16.7, None, None, None, 83.3, None, None, None]"
88,Seminar,ALS,112,990,038,3,,"[None, None, None, None, None, None, None, None, None, None, None, None, None, None, None]"
89,Seminar,ALS,112,990,039,1,,"[None, None, None, None, None, None, None, None, None, None, None, None, None, None, None]"
90,Special Problems,ALS,112,999,033,1,,"[None, None, None, None, None, None, None, None, None, None, None, None, None, None, None]"
91,Cooperative Educ-Life Sci Comm,ALS,120,1,001,1,,"[None, None, None, None, None, None, None, None, None, None, None, None, None, None, None]"
92,Cooperative Educ-Life Sci Comm,ALS,120,100,001,15,3.833,"[73.3, 20.0, 6.7, None, None, None, None, None, None, None, None, None, None, None, None]"
93,Cooperative Educ-Life Sci Comm,ALS,120,100,002,15,3.533,"[53.3, 33.3, None, 6.7, None, 6.7, None, None, None, None, None, None, None, None, None]"
94,Cooperative Educ-Life Sci Comm,ALS,120,100,003,15,3.7,"[66.7, 13.3, 13.3, 6.7, None, None, None, None, None, None, None, None, None, None, None]"
95,Cooperative Educ-Life Sci Comm,ALS,120,100,004,15,3.567,"[26.7, 66.7, None, 6.7, None, None, None, None, None, None, None, None, None, None, None]"
96,Cooperative Educ-Life Sci Comm,ALS,120,100,005,15,3.8,"[66.7, 26.7, 6.7, None, None, None, None, None, None, None, None, None, None, None, None]"
97,Cooperative Educ-Life Sci Comm,ALS,120,100,006,15,3.7,"[46.7, 46.7, 6.7, None, None, None, None, None, None, None, None, None, None, None, None]"
98,Cooperative Educ-Life Sci Comm,ALS,120,100,007,15,3.867,"[73.3, 26.7, None, None, None, None, None, None, None, None, None, None, None, None, None]"
99,Cooperative Educ-Life Sci Comm,ALS,120,100,008,15,3.467,"[26.7, 46.7, 20.0, 6.7, None, None, None, None, None, None, None, None, None, None, None]"
100,Cooperative Educ-Life Sci Comm,ALS,120,100,009,15,3.7,"[46.7, 46.7, 6.7, None, None, None, None, None, None, None, None, None, None, None, None]"
101,Cooperative Educ-Life Sci Comm,ALS,120,100,010,15,3.714,"[86.7, None, None, None, None, None, 6.7, None, None, None, None, None, 6.7, None, None]"
102,Cooperative Educ-Life Sci Comm,ALS,120,100,011,14,3.929,"[85.7, 14.3, None, None, None, None, None, None, None, None, None, None, None, None, None]"
103,Cooperative Educ-Life Sci Comm,ALS,120,100,012,14,3.964,"[92.9, 7.1, None, None, None, None, None, None, None, None, None, None, None, None, None]"
104,Sci&Technology Newswriting,ALS,120,111,001,19,3.421,"[52.6, 10.5, 21.1, None, 15.8, None, None, None, None, None, None, None, None, None, None]"
105,Sci&Technology Newswriting,ALS,120,212,001,23,3.609,"[43.5, 39.1, 13.0, 4.3, None, None, None, None, None, None, None, None, None, None, None]"
106,Sci&Technology Newswriting,ALS,120,212,002,21,3.548,"[47.6, 23.8, 19.0, 9.5, None, None, None, None, None, None, None, None, None, None, None]"
107,Rsrch Mthd: Commun Indstry,ALS,120,250,001,103,3.35,"[34.0, 21.4, 33.0, 5.8, 4.9, 1.0, None, None, None, None, None, None, None, None, None]"
108,Comm in Life Sci Industries,ALS,120,270,001,46,3.728,"[65.2, 15.2, 19.6, None, None, None, None, None, None, None, None, None, None, None, None]"
109,Intro to Digital Video Prod,ALS,120,314,001,19,3.947,"[89.5, 10.5, None, None, None, None, None, None, None, None, None, None, None, None, None]"
110,Print&Electronic Media Dsgn,ALS,120,332,001,18,3.722,"[44.4, 55.6, None, None, None, None, None, None, None, None, None, None, None, None, None]"
111,Information Radio,ALS,120,360,001,20,3.775,"[85.0, 5.0, None, None, 10.0, None, None, None, None, None, None, None, None, None, None]"
112,Information Radio,ALS,120,399,012,1,,"[None, None, None, None, None, None, None, None, None, None, None, None, None, None, None]"
113,Information Radio,ALS,120,399,040,6,3.727,"[66.7, None, 16.7, None, None, None, None, None, None, None, None, None, 16.7, None, None]"
114,Advertising in Life Sciences,ALS,120,431,001,20,3.725,"[50.0, 45.0, 5.0, None, None, None, None, None, None, None, None, None, None, None, None]"
115,Contemp Comm Tech&Soc Effct,ALS,120,440,001,21,3.857,"[76.2, 19.0, 4.8, None, None, None, None, None, None, None, None, None, None, None, None]"
116,Web Design for the Sciences,ALS,120,532,001,16,3.719,"[62.5, 31.3, None, None, 6.3, None, None, None, None, None, None, None, None, None, None]"
117,Risk Communication,ALS,120,625,001,25,3.46,"[40.0, 28.0, 24.0, None, 8.0, None, None, None, None, None, None, None, None, None, None]"
118,Case Studies-Com of Sci & Tech,ALS,120,640,001,20,3.35,"[35.0, 30.0, 20.0, 10.0, None, 5.0, None, None, None, None, None, None, None, None, None]"
119,Case Studies-Com of Sci & Tech,ALS,120,699,005,1,,"[None, None, None, None, None, None, None, None, None, None, None, None, None, None, None]"
120,Case Studies-Com of Sci & Tech,ALS,120,699,025,1,,"[None, None, None, None, None, None, None, None, None, None, None, None, None, None, None]"
121,Intro-Communication Thry&Rsch,ALS,120,720,001,15,3.8,"[73.3, 13.3, 13.3, None, None, None, None, None, None, None, None, None, None, None, None]"
122,Colloquium:Mass Communicatn,ALS,120,901,001,1,,"[None, None, None, None, None, None, None, None, None, None, None, None, None, None, None]"
123,Colloquium:Mass Communicatn,ALS,120,990,010,4,,"[None, None, None, None, None, None, None, None, None, None, None, None, None, None, None]"
124,Colloquium:Mass Communicatn,ALS,120,990,025,5,,"[None, None, None, None, None, None, None, None, None, None, None, None, None, None, None]"
125,Colloquium:Mass Communicatn,ALS,120,990,038,5,,"[None, None, None, None, None, None, None, None, None, None, None, None, None, None, None]"
126,Independent Research,ALS,120,999,025,1,,"[None, None, None, None, None, None, None, None, None, None, None, None, None, None, None]"
127,Farm as Socio-Envir Endeavor,ALS,130,701,001,11,4.0,"[100.0, None, None, None, None, None, None, None, None, None, None, None, None, None, None]"
128,Agroecology Seminar,ALS,130,710,001,19,,"[None, None, None, None, None, None, None, None, 0.1, 0.0, None, None, None, None, None]"
129,Agroecology Field Study,ALS,130,720,001,9,4.0,"[100.0, None, None, None, None, None, None, None, None, None, None, None, None, None, None]"
130,Topics in Agroecology,ALS,130,875,005,7,4.0,"[100.0, None, None, None, None, None, None, None, None, None, None, None, None, None, None]"
131,Topics in Agroecology,ALS,130,990,002,1,,"[None, None, None, None, None, None, None, None, None, None, None, None, None, None, None]"
132,Topics in Agroecology,ALS,130,990,003,1,,"[None, None, None, None, None, None, None, None, None, None, None, None, None, None, None]"
133,Topics in Agroecology,ALS,130,990,008,1,,"[None, None, None, None, None, None, None, None, None, None, None, None, None, None, None]"
134,Topics in Agroecology,ALS,130,990,009,1,,"[None, None, None, None, None, None, None, None, None, None, None, None, None, None, None]"
135,Topics in Agroecology,ALS,130,990,010,1,,"[None, None, None, None, None, None, None, None, None, None, None, None, None, None, None]"
136,Topics in Agroecology,ALS,130,990,019,1,,"[None, None, None, None, None, None, None, None, None, None, None, None, None, None, None]"
137,Topics in Agroecology,ALS,130,990,021,1,,"[None, None, None, None, None, None, None, None, None, None, None, None, None, None, None]"
138,Prin & Prac-Crop Production,ALS,132,100,001,90,3.028,"[14.4, 21.1, 42.2, 8.9, 11.1, None, 2.2, None, None, None, None, None, None, None, None]"
139,Introduction to Global Health,ALS,132,203,001,47,3.649,"[53.2, 31.9, 10.6, None, 4.3, None, None, None, None, None, None, None, None, None, None]"
140,Introduction to Global Health,ALS,132,299,001,5,,"[None, None, None, None, None, None, None, None, None, None, None, None, None, None, None]"
141,Introduction to Global Health,ALS,132,299,006,1,,"[None, None, None, None, None, None, None, None, None, None, None, None, None, None, None]"
142,Introduction to Global Health,ALS,132,299,007,1,,"[None, None, None, None, None, None, None, None, None, None, None, None, None, None, None]"
143,Introduction to Global Health,ALS,132,299,009,1,,"[None, None, None, None, None, None, None, None, None, None, None, None, None, None, None]"
144,Introduction to Global Health,ALS,132,299,010,1,,"[None, None, None, None, None, None, None, None, None, None, None, None, None, None, None]"
145,Introduction to Global Health,ALS,132,299,011,1,,"[None, None, None, None, None, None, None, None, None, None, None, None, None, None, None]"
146,Forage Mgmt & Utilization,ALS,132,302,001,24,3.313,"[37.5, 16.7, 29.2, 4.2, 12.5, None, None, None, None, None, None, None, None, None, None]"
147,Plant Biotech:Prin&Technique I,ALS,132,339,001,19,3.711,"[73.7, 5.3, 15.8, None, 5.3, None, None, None, None, None, None, None, None, None, None]"
148,Plant Biotech:Prin&Technique I,ALS,132,375,001,13,3.231,"[7.7, 38.5, 46.2, 7.7, None, None, None, None, None, None, None, None, None, None, None]"
149,Plant Biotech:Prin&Technique I,ALS,132,375,004,5,,"[None, None, None, None, None, None, None, None, None, None, None, None, None, None, None]"
150,Special Topics,ALS,132,399,004,5,,"[None, None, None, None, None, None, None, None, None, None, None, None, None, None, None]"
151,Special Topics,ALS,132,399,005,10,4.0,"[90.0, None, None, None, None, None, None, None, None, None, None, None, 10.0, None, None]"
152,Environmental Biophysics,ALS,132,532,001,7,3.429,"[28.6, 57.1, None, None, 14.3, None, None, None, None, None, None, None, None, None, None]"
153,Plant Genomics&Bioinformatics,ALS,132,555,001,3,,"[None, None, None, None, None, None, None, None, None, None, None, None, None, None, None]"
154,Plant Genomics&Bioinformatics,ALS,132,699,001,5,,"[None, None, None, None, None, None, None, None, None, None, None, None, None, None, None]"
155,Plant Genomics&Bioinformatics,ALS,132,699,004,1,,"[None, None, None, None, None, None, None, None, None, None, None, None, None, None, None]"
156,Plant Genomics&Bioinformatics,ALS,132,699,010,3,,"[None, None, None, None, None, None, None, None, None, None, None, None, None, None, None]"
157,Practicum-Agronomy Teaching,ALS,132,799,002,6,4.0,"[100.0, None, None, None, None, None, None, None, None, None, None, None, None, None, None]"
158,Intr. to WI Ecol.: Grad Sem,ALS,132,953,001,3,,"[None, None, None, None, None, None, None, None, None, None, None, None, None, None, None]"
159,Seminar-Plant Breeding,ALS,132,957,001,9,4.0,"[100.0, None, None, None, None, None, None, None, None, None, None, None, None, None, None]"
160,Seminar-Plant Breeding,ALS,132,990,002,2,,"[None, None, None, None, None, None, None, None, None, None, None, None, None, None, None]"
161,Seminar-Plant Breeding,ALS,132,990,003,5,,"[None, None, None, None, None, None, None, None, None, None, None, None, None, None, None]"
162,Seminar-Plant Breeding,ALS,132,990,004,3,,"[None, None, None, None, None, None, None, None, None, None, None, None, None, None, None]"
163,Seminar-Plant Breeding,ALS,132,990,005,1,,"[None, None, None, None, None, None, None, None, None, None, None, None, None, None, None]"
164,Seminar-Plant Breeding,ALS,132,990,006,4,,"[None, None, None, None, None, None, None, None, None, None, None, None, None, None, None]"
165,Seminar-Plant Breeding,ALS,132,990,007,2,,"[None, None, None, None, None, None, None, None, None, None, None, None, None, None, None]"
166,Seminar-Plant Breeding,ALS,132,990,009,1,,"[None, None, None, None, None, None, None, None, None, None, None, None, None, None, None]"
167,Seminar-Plant Breeding,ALS,132,990,010,5,,"[None, None, None, None, None, None, None, None, None, None, None, None, None, None, None]"
168,Seminar-Plant Breeding,ALS,132,990,011,1,,"[None, None, None, None, None, None, None, None, None, None, None, None, None, None, None]"
169,Seminar-Plant Breeding,ALS,132,990,012,1,,"[None, None, None, None, None, None, None, None, None, None, None, None, None, None, None]"
170,Seminar-Plant Breeding,ALS,132,990,016,1,,"[None, None, None, None, None, None, None, None, None, None, None, None, None, None, None]"
171,Seminar-Plant Breeding,ALS,132,990,017,2,,"[None, None, None, None, None, None, None, None, None, None, None, None, None, None, None]"
172,Seminar-Plant Breeding,ALS,132,990,018,8,,"[None, None, None, None, None, None, None, None, None, None, None, 100.0, None, None, None]"
173,General Microbiology,ALS,192,101,001,263,3.008,"[27.8, 12.5, 27.8, 11.8, 14.1, 4.9, 1.1, None, None, None, None, None, None, None, None]"
174,General Microbiology,ALS,192,102,001,38,3.25,"[28.9, 15.8, 42.1, 7.9, 2.6, 2.6, None, None, None, None, None, None, None, None, None]"
175,General Microbiology,ALS,192,102,002,38,3.132,"[15.8, 15.8, 47.4, 21.1, None, None, None, None, None, None, None, None, None, None, None]"
176,General Microbiology,ALS,192,102,003,37,3.243,"[18.9, 24.3, 43.2, 13.5, None, None, None, None, None, None, None, None, None, None, None]"
177,General Microbiology,ALS,192,102,004,40,3.325,"[42.5, 7.5, 37.5, 2.5, 7.5, 2.5, None, None, None, None, None, None, None, None, None]"
178,General Microbiology Lab,ALS,192,299,002,1,,"[None, None, None, None, None, None, None, None, None, None, None, None, None, None, None]"
179,General Microbiology Lab,ALS,192,299,014,2,,"[None, None, None, None, None, None, None, None, None, None, None, None, None, None, None]"
180,General Microbiology Lab,ALS,192,299,043,3,,"[None, None, None, None, None, None, None, None, None, None, None, None, None, None, None]"
181,General Microbiology Lab,ALS,192,299,061,1,,"[None, None, None, None, None, None, None, None, None, None, None, None, None, None, None]"
182,General Microbiology Lab,ALS,192,299,066,1,,"[None, None, None, None, None, None, None, None, None, None, None, None, None, None, None]"
183,General Microbiology Lab,ALS,192,299,071,1,,"[None, None, None, None, None, None, None, None, None, None, None, None, None, None, None]"
184,General Microbiology Lab,ALS,192,299,072,1,,"[None, None, None, None, None, None, None, None, None, None, None, None, None, None, None]"
185,Biology of Microorganisms,ALS,192,303,001,322,3.047,"[26.1, 14.6, 30.1, 8.4, 17.7, 2.5, 0.6, None, None, None, None, None, None, None, None]"
186,Biology of Microorganisms,ALS,192,304,001,36,3.167,"[25.0, 19.4, 30.6, 13.9, 11.1, None, None, None, None, None, None, None, None, None, None]"
187,Biology of Microorganisms,ALS,192,304,002,39,3.154,"[23.1, 17.9, 35.9, 12.8, 10.3, None, None, None, None, None, None, None, None, None, None]"
188,Biology of Microorganisms,ALS,192,304,003,40,3.2,"[25.0, 15.0, 42.5, 10.0, 7.5, None, None, None, None, None, None, None, None, None, None]"
189,Biology of Microorganisms,ALS,192,304,004,40,3.125,"[17.5, 10.0, 57.5, 10.0, 5.0, None, None, None, None, None, None, None, None, None, None]"
190,Biology of Microorganisms,ALS,192,304,005,38,2.974,"[18.4, 15.8, 28.9, 15.8, 21.1, None, None, None, None, None, None, None, None, None, None]"
191,Biology of Microorganisms Lab,ALS,192,305,001,18,3.722,"[88.9, None, 5.6, None, None, None, 5.6, None, None, None, None, None, None, None, None]"
192,Biology of Microorganisms Lab,ALS,192,305,002,15,3.8,"[86.7, None, 6.7, None, 6.7, None, None, None, None, None, None, None, None, None, None]"
193,Biology of Microorganisms Lab,ALS,192,305,003,16,3.906,"[87.5, 6.3, 6.3, None, None, None, None, None, None, None, None, None, None, None, None]"
194,Biology of Microorganisms Lab,ALS,192,305,004,13,3.923,"[92.3, None, 7.7, None, None, None, None, None, None, None, None, None, None, None, None]"
195,Critical Analyses-Microbiology,ALS,192,324,003,9,3.611,"[33.3, 55.6, 11.1, None, None, None, None, None, None, None, None, None, None, None, None]"
196,Critical Analyses-Microbiology,ALS,192,324,004,9,3.667,"[55.6, 22.2, 22.2, None, None, None, None, None, None, None, None, None, None, None, None]"
197,Food Microbiology,ALS,192,325,001,86,2.93,"[15.1, 15.1, 40.7, 5.8, 20.9, 1.2, 1.2, None, None, None, None, None, None, None, None]"
198,"Divrsty, Ecol&Evolutn-Microorg",ALS,192,450,001,39,3.115,"[41.0, 5.1, 25.6, 7.7, 15.4, 2.6, 2.6, None, None, None, None, None, None, None, None]"
199,Micro Genetics & Mol Machines,ALS,192,470,001,49,3.173,"[36.7, 10.2, 28.6, 8.2, 14.3, None, 2.0, None, None, None, None, None, None, None, None]"
200,Physiol of Microorganisms,ALS,192,526,001,60,3.375,"[53.3, 10.0, 16.7, 8.3, 6.7, 5.0, None, None, None, None, None, None, None, None, None]"
201,Physiol-Microorganisms Lab,ALS,192,527,001,86,3.282,"[34.9, 17.4, 30.2, 5.8, 8.1, 2.3, None, None, None, None, None, None, 1.2, None, None]"
202,Immunology,ALS,192,528,001,67,2.739,"[31.3, 6.0, 23.9, 1.5, 19.4, 13.4, 4.5, None, None, None, None, None, None, None, None]"
203,Advanced Microbial Genetics,ALS,192,607,001,12,3.833,"[75.0, 16.7, 8.3, None, None, None, None, None, None, None, None, None, None, None, None]"
204,Prokaryotic Molecular Biol,ALS,192,612,001,20,3.175,"[30.0, 15.0, 35.0, None, 20.0, None, None, None, None, None, None, None, None, None, None]"
205,Gen Virology-Multiplication,ALS,192,640,001,30,3.259,"[36.7, 10.0, 33.3, 6.7, 6.7, 3.3, None, None, None, None, None, None, None, None, 3.3]"
