{'#8': [43.5,11.6,5.8,10.1,15.9,7.2,2.9, None, None, None, None, None,2.9, None, None], '#3': 108, '#2': 'ALS', '#1': 'Intro to Agr & Applied Econ', '#7': 3.052, '#6': 69, '#5': '001', '#4': '215'},,,,43.5,11.6,5.8,10.1,15.9,7.2,2.9, None, None, None, None, None,2.9, None, None
{'#8': [None, None, None, None, None, None, None, None, None, None, None, None, None, None, None], '#3': 108, '#2': 'ALS', '#1': 'AGRICULTURAL AND APPLIED E', '#7': None, '#6': 2, '#5': '098', '#4': '990'},,,,None, None, None, None, None, None, None, None, None, None, None, None, None, None, None
{'#8': [None, None, None, None, None, None, None, None, None, None, None, None, None, None, None], '#3': 108, '#2': 'ALS', '#1': 'AGRICULTURAL AND APPLIED E', '#7': None, '#6': 1, '#5': '103', '#4': '990'},,,,None, None, None, None, None, None, None, None, None, None, None, None, None, None, None
{'#8': [None, None, None, None, None, None, None, None, None, None, None, None, None, None, None], '#3': 112, '#2': 'ALS', '#1': 'BIOLOGICAL SYSTEMS ENGINE', '#7': None, '#6': 2, '#5': '010', '#4': '1'},,,,None, None, None, None, None, None, None, None, None, None, None, None, None, None, None
{'#8': [None, None, None, None, None, None, None, None, None, None, None, None, None, None, None], '#3': 112, '#2': 'ALS', '#1': 'BIOLOGICAL SYSTEMS ENGINE', '#7': None, '#6': 2, '#5': '014', '#4': '1'},,,,None, None, None, None, None, None, None, None, None, None, None, None, None, None, None
{'#8': [None, None, None, None, None, None, None, None, None, None, None, None, None, None, None], '#3': 112, '#2': 'ALS', '#1': 'Independent Study', '#7': None, '#6': 2, '#5': '025', '#4': '299'},,,,None, None, None, None, None, None, None, None, None, None, None, None, None, None, None
{'#8': [None, None, None, None, None, None, None, None,0.9,9.2, None, None, None, None, None], '#3': 112, '#2': 'ALS', '#1': 'Career Management-Engineers', '#7': None, '#6': 124, '#5': '001', '#4': '308'},,,,None, None, None, None, None, None, None, None,0.9,9.2, None, None, None, None, None
{'#8': [6.0,20.5,27.7,22.9,14.5,6,2.4, None, None, None, None, None, None, None, None], '#3': 112, '#2': 'ALS', '#1': 'Quant Technqs-Biological Systm', '#7': 2.711, '#6': 83, '#5': '001', '#4': '349'},,,,6.0,20.5,27.7,22.9,14.5,6,2.4, None, None, None, None, None, None, None, None
{'#8': [25.0,16.7,50,8.3, None, None, None, None, None, None, None, None, None, None, None], '#3': 112, '#2': 'ALS', '#1': 'Engr Prop-Food & Biol Matls', '#7': 3.292, '#6': 12, '#5': '001', '#4': '364'},,,,25.0,16.7,50,8.3, None, None, None, None, None, None, None, None, None, None, None
{'#8': [5.2,25.9,41.4,24.1,1.7, None,1.7, None, None, None, None, None, None, None, None], '#3': 112, '#2': 'ALS', '#1': 'Measrmt&Instrumntn-Biol Sys', '#7': 2.991, '#6': 58, '#5': '001', '#4': '365'},,,,5.2,25.9,41.4,24.1,1.7, None,1.7, None, None, None, None, None, None, None, None
{'#8': [21.3,28,33.3,8,9.3, None, None, None, None, None, None, None, None, None, None], '#3': 112, '#2': 'ALS', '#1': 'Measrmt&Instrumntn-Biol Sys', '#7': 3.22, '#6': 75, '#5': '001', '#4': '367'},,,,21.3,28,33.3,8,9.3, None, None, None, None, None, None, None, None, None, None
{'#8': [None, None, None, None, None, None, None, None, None, None, None, None, None, None, None], '#3': 112, '#2': 'ALS', '#1': 'Measrmt&Instrumntn-Biol Sys', '#7': None, '#6': 3, '#5': '003', '#4': '367'},,,,None, None, None, None, None, None, None, None, None, None, None, None, None, None, None
{'#8': [None, None, None, None, None, None, None, None, None, None, None, None, None, None, None], '#3': 112, '#2': 'ALS', '#1': 'Coord Intrnshp/Cooprtv Educ', '#7': None, '#6': 1, '#5': '025', '#4': '399'},,,,None, None, None, None, None, None, None, None, None, None, None, None, None, None, None
{'#8': [26.3,15.8,26.3,26.3, None,5.3, None, None, None, None, None, None, None, None, None], '#3': 112, '#2': 'ALS', '#1': 'Heat and Mass Transfer', '#7': 3.105, '#6': 19, '#5': '001', '#4': '464'},,,,26.3,15.8,26.3,26.3, None,5.3, None, None, None, None, None, None, None, None, None
{'#8': [17.4,13,39.1,17.4,13, None, None, None, None, None, None, None, None, None, None], '#3': 112, '#2': 'ALS', '#1': 'Sedmnt & Bio-Nutr Engr&Mgmt', '#7': 3.022, '#6': 23, '#5': '001', '#4': '472'},,,,17.4,13,39.1,17.4,13, None, None, None, None, None, None, None, None, None, None
{'#8': [5.3,31.6,52.6,10.5, None, None, None, None, None, None, None, None, None, None, None], '#3': 112, '#2': 'ALS', '#1': 'Engr Princpl Off-Road Vehicles', '#7': 3.158, '#6': 19, '#5': '001', '#4': '476'},,,,5.3,31.6,52.6,10.5, None, None, None, None, None, None, None, None, None, None, None
{'#8': [50.8,37.7,9.8, None,1.6, None, None, None, None, None, None, None, None, None, None], '#3': 112, '#2': 'ALS', '#1': 'Biol Sys Engr Dsgn Practicum I', '#7': 3.68, '#6': 61, '#5': '002', '#4': '508'},,,,50.8,37.7,9.8, None,1.6, None, None, None, None, None, None, None, None, None, None
{'#8': [21.7,43.5,26.1,8.7, None, None, None, None, None, None, None, None, None, None, None], '#3': 112, '#2': 'ALS', '#1': 'Small Watershed Engineering', '#7': 3.391, '#6': 23, '#5': '001', '#4': '571'},,,,21.7,43.5,26.1,8.7, None, None, None, None, None, None, None, None, None, None, None
{'#8': [None, None, None, None, None, None, None, None, None, None, None, None, None, None, None], '#3': 112, '#2': 'ALS', '#1': 'Senior Thesis', '#7': None, '#6': 1, '#5': '001', '#4': '692'},,,,None, None, None, None, None, None, None, None, None, None, None, None, None, None, None
{'#8': [None, None, None, None, None, None, None, None, None, None, None, None, None, None, None], '#3': 112, '#2': 'ALS', '#1': 'Senior Thesis', '#7': None, '#6': 1, '#5': '010', '#4': '699'},,,,None, None, None, None, None, None, None, None, None, None, None, None, None, None, None
{'#8': [None, None, None, None, None, None, None, None, None, None, None, None, None, None, None], '#3': 112, '#2': 'ALS', '#1': 'Senior Thesis', '#7': None, '#6': 1, '#5': '013', '#4': '699'},,,,None, None, None, None, None, None, None, None, None, None, None, None, None, None, None
{'#8': [None, None, None, None, None, None, None, None, None, None, None, None, None, None, None], '#3': 112, '#2': 'ALS', '#1': 'Special Problems', '#7': None, '#6': 1, '#5': '035', '#4': '799'},,,,None, None, None, None, None, None, None, None, None, None, None, None, None, None, None
{'#8': [None, None, None, None, None, None, None, None, None, None, None, None, None, None, None], '#3': 112, '#2': 'ALS', '#1': 'Special Problems', '#7': None, '#6': 1, '#5': '038', '#4': '799'},,,,None, None, None, None, None, None, None, None, None, None, None, None, None, None, None
{'#8': [100.0, None, None, None, None, None, None, None, None, None, None, None, None, None, None], '#3': 112, '#2': 'ALS', '#1': 'Graduate Research Seminar', '#7': 4.0, '#6': 6, '#5': '001', '#4': '901'},,,,100.0, None, None, None, None, None, None, None, None, None, None, None, None, None, None
{'#8': [None, None, None, None, None, None, None, None, None, None, None, None, None, None, None], '#3': 112, '#2': 'ALS', '#1': 'Graduate Research Seminar', '#7': None, '#6': 2, '#5': '003', '#4': '990'},,,,None, None, None, None, None, None, None, None, None, None, None, None, None, None, None
{'#8': [None, None, None, None, None, None, None, None, None, None, None, None, None, None, None], '#3': 112, '#2': 'ALS', '#1': 'Graduate Research Seminar', '#7': None, '#6': 5, '#5': '009', '#4': '990'},,,,None, None, None, None, None, None, None, None, None, None, None, None, None, None, None
{'#8': [None, None, None, None, None, None, None, None, None, None, None, None, None, None, None], '#3': 112, '#2': 'ALS', '#1': 'Graduate Research Seminar', '#7': None, '#6': 3, '#5': '014', '#4': '990'},,,,None, None, None, None, None, None, None, None, None, None, None, None, None, None, None
{'#8': [None, None, None, None, None, None, None, None, None, None, None, None, None, None, None], '#3': 112, '#2': 'ALS', '#1': 'Graduate Research Seminar', '#7': None, '#6': 5, '#5': '018', '#4': '990'},,,,None, None, None, None, None, None, None, None, None, None, None, None, None, None, None
{'#8': [None, None, None, None, None, None, None, None, None, None, None, None, None, None, None], '#3': 112, '#2': 'ALS', '#1': 'Graduate Research Seminar', '#7': None, '#6': 1, '#5': '025', '#4': '990'},,,,None, None, None, None, None, None, None, None, None, None, None, None, None, None, None
{'#8': [None, None, None, None, None, None, None, None, None, None, None, None, None, None, None], '#3': 112, '#2': 'ALS', '#1': 'Graduate Research Seminar', '#7': None, '#6': 4, '#5': '030', '#4': '990'},,,,None, None, None, None, None, None, None, None, None, None, None, None, None, None, None
{'#8': [None, None, None, None, None, None, None, None, None, None, None, None, None, None, None], '#3': 112, '#2': 'ALS', '#1': 'Graduate Research Seminar', '#7': None, '#6': 1, '#5': '031', '#4': '990'},,,,None, None, None, None, None, None, None, None, None, None, None, None, None, None, None
{'#8': [None, None, None, None, None, None, None, None, None, None, None, None, None, None, None], '#3': 112, '#2': 'ALS', '#1': 'Graduate Research Seminar', '#7': None, '#6': 3, '#5': '033', '#4': '990'},,,,None, None, None, None, None, None, None, None, None, None, None, None, None, None, None
{'#8': [None, None, None, None, None, None, None, None, None, None, None, None, None, None, None], '#3': 112, '#2': 'ALS', '#1': 'Graduate Research Seminar', '#7': None, '#6': 2, '#5': '035', '#4': '990'},,,,None, None, None, None, None, None, None, None, None, None, None, None, None, None, None
{'#8': [None, None, None, None, None, None, None, None, None, None, None, None, None, None, None], '#3': 112, '#2': 'ALS', '#1': 'Graduate Research Seminar', '#7': None, '#6': 2, '#5': '036', '#4': '990'},,,,None, None, None, None, None, None, None, None, None, None, None, None, None, None, None
{'#8': [None, None, None, None, None, None, None, None, None, None, None, None, None, None, None], '#3': 112, '#2': 'ALS', '#1': 'Graduate Research Seminar', '#7': None, '#6': 1, '#5': '038', '#4': '990'},,,,None, None, None, None, None, None, None, None, None, None, None, None, None, None, None
{'#8': [None, None, None, None, None, None, None, None, None, None, None, None, None, None, None], '#3': 112, '#2': 'ALS', '#1': 'Graduate Research Seminar', '#7': None, '#6': 1, '#5': '039', '#4': '990'},,,,None, None, None, None, None, None, None, None, None, None, None, None, None, None, None
{'#8': [50.0,12.5,37.5, None, None, None, None, None, None, None, None, None, None, None, None], '#3': 120, '#2': 'ALS', '#1': 'LIFE SCIENCES COMMUNICATIO', '#7': 3.563, '#6': 16, '#5': '001', '#4': '100'},,,,50.0,12.5,37.5, None, None, None, None, None, None, None, None, None, None, None, None
{'#8': [13.3,60,26.7, None, None, None, None, None, None, None, None, None, None, None, None], '#3': 120, '#2': 'ALS', '#1': 'LIFE SCIENCES COMMUNICATIO', '#7': 3.433, '#6': 15, '#5': '002', '#4': '100'},,,,13.3,60,26.7, None, None, None, None, None, None, None, None, None, None, None, None
{'#8': [37.5,37.5,6.3, None,12.5,6.3, None, None, None, None, None, None, None, None, None], '#3': 120, '#2': 'ALS', '#1': 'LIFE SCIENCES COMMUNICATIO', '#7': 3.313, '#6': 16, '#5': '003', '#4': '100'},,,,37.5,37.5,6.3, None,12.5,6.3, None, None, None, None, None, None, None, None, None
{'#8': [40.0,26.7,33.3, None, None, None, None, None, None, None, None, None, None, None, None], '#3': 120, '#2': 'ALS', '#1': 'LIFE SCIENCES COMMUNICATIO', '#7': 3.533, '#6': 15, '#5': '004', '#4': '100'},,,,40.0,26.7,33.3, None, None, None, None, None, None, None, None, None, None, None, None
{'#8': [25.0,56.3,12.5, None, None,6.3, None, None, None, None, None, None, None, None, None], '#3': 120, '#2': 'ALS', '#1': 'LIFE SCIENCES COMMUNICATIO', '#7': 3.406, '#6': 16, '#5': '005', '#4': '100'},,,,25.0,56.3,12.5, None, None,6.3, None, None, None, None, None, None, None, None, None
{'#8': [68.8,18.8, None, None,6.3,6.3, None, None, None, None, None, None, None, None, None], '#3': 120, '#2': 'ALS', '#1': 'LIFE SCIENCES COMMUNICATIO', '#7': 3.594, '#6': 16, '#5': '006', '#4': '100'},,,,68.8,18.8, None, None,6.3,6.3, None, None, None, None, None, None, None, None, None
{'#8': [53.3,40,6.7, None, None, None, None, None, None, None, None, None, None, None, None], '#3': 120, '#2': 'ALS', '#1': 'LIFE SCIENCES COMMUNICATIO', '#7': 3.733, '#6': 15, '#5': '007', '#4': '100'},,,,53.3,40,6.7, None, None, None, None, None, None, None, None, None, None, None, None
{'#8': [56.3,25,6.3,12.5, None, None, None, None, None, None, None, None, None, None, None], '#3': 120, '#2': 'ALS', '#1': 'LIFE SCIENCES COMMUNICATIO', '#7': 3.625, '#6': 16, '#5': '008', '#4': '100'},,,,56.3,25,6.3,12.5, None, None, None, None, None, None, None, None, None, None, None
{'#8': [40.0,26.7,33.3, None, None, None, None, None, None, None, None, None, None, None, None], '#3': 120, '#2': 'ALS', '#1': 'LIFE SCIENCES COMMUNICATIO', '#7': 3.533, '#6': 15, '#5': '009', '#4': '100'},,,,40.0,26.7,33.3, None, None, None, None, None, None, None, None, None, None, None, None
{'#8': [50.0,37.5,12.5, None, None, None, None, None, None, None, None, None, None, None, None], '#3': 120, '#2': 'ALS', '#1': 'LIFE SCIENCES COMMUNICATIO', '#7': 3.688, '#6': 16, '#5': '010', '#4': '100'},,,,50.0,37.5,12.5, None, None, None, None, None, None, None, None, None, None, None, None
{'#8': [80.0,20, None, None, None, None, None, None, None, None, None, None, None, None, None], '#3': 120, '#2': 'ALS', '#1': 'LIFE SCIENCES COMMUNICATIO', '#7': 3.9, '#6': 15, '#5': '011', '#4': '100'},,,,80.0,20, None, None, None, None, None, None, None, None, None, None, None, None, None
{'#8': [60.0,33.3,6.7, None, None, None, None, None, None, None, None, None, None, None, None], '#3': 120, '#2': 'ALS', '#1': 'LIFE SCIENCES COMMUNICATIO', '#7': 3.767, '#6': 15, '#5': '012', '#4': '100'},,,,60.0,33.3,6.7, None, None, None, None, None, None, None, None, None, None, None, None
{'#8': [42.1,21.1,15.8, None,21.1, None, None, None, None, None, None, None, None, None, None], '#3': 120, '#2': 'ALS', '#1': 'Sci&Technology Newswriting', '#7': 3.316, '#6': 19, '#5': '001', '#4': '111'},,,,42.1,21.1,15.8, None,21.1, None, None, None, None, None, None, None, None, None, None
{'#8': [44.4,38.9, None, None, None,16.7, None, None, None, None, None, None, None, None, None], '#3': 120, '#2': 'ALS', '#1': 'Sci&Technology Newswriting', '#7': 3.306, '#6': 18, '#5': '001', '#4': '212'},,,,44.4,38.9, None, None, None,16.7, None, None, None, None, None, None, None, None, None
{'#8': [66.7,13.3,6.7,13.3, None, None, None, None, None, None, None, None, None, None, None], '#3': 120, '#2': 'ALS', '#1': 'Sci&Technology Newswriting', '#7': 3.667, '#6': 15, '#5': '002', '#4': '212'},,,,66.7,13.3,6.7,13.3, None, None, None, None, None, None, None, None, None, None, None
{'#8': [44.0,20,8,12,16, None, None, None, None, None, None, None, None, None, None], '#3': 120, '#2': 'ALS', '#1': 'Rsrch Mthd: Commun Indstry', '#7': 3.32, '#6': 25, '#5': '001', '#4': '250'},,,,44.0,20,8,12,16, None, None, None, None, None, None, None, None, None, None
{'#8': [37.7,23.2,20.3,10.1,5.1,2.2,0.7, None, None, None, None, None,0.7, None, None], '#3': 120, '#2': 'ALS', '#1': 'Science, Media and Society', '#7': 3.328, '#6': 138, '#5': '001', '#4': '251'},,,37.7,23.2,20.3,10.1,5.1,2.2,0.7, None, None, None, None, None,0.7, None, None
{'#8': [79.5,7.7,5.1,2.6, None,5.1, None, None, None, None, None, None, None, None, None], '#3': 120, '#2': 'ALS', '#1': 'Comm in Life Sci Industries', '#7': 3.718, '#6': 39, '#5': '001', '#4': '270'},,,,79.5,7.7,5.1,2.6, None,5.1, None, None, None, None, None, None, None, None, None
